,URL,Division,Location,School,Logo,Conference,Nickname,Colors
250,https://www.ncaa.com/schools/denison,Division III,"Granville, OH",Denison University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/denison.svg,North Coast Athletic,Big Red,Red & White
251,https://www.ncaa.com/schools/denver,Division I,"Denver, CO",University of Denver,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/denver.svg,The Summit League,Pioneers,Crimson & Gold
252,https://www.ncaa.com/schools/depaul,Division I,"Chicago, IL",DePaul University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/depaul.svg,NON-NCAA ORG,Blue Demons,Royal Blue & Scarlet
253,https://www.ncaa.com/schools/depauw,Division III,"Greencastle, IN",DePauw University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/depauw.svg,North Coast Athletic,Tigers,Old Gold & Black
254,https://www.ncaa.com/schools/desales,Division III,"Center Valley, PA",DeSales University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/desales.svg,Middle Atlantic  Freedom,Bulldogs,Navy Blue & Scarlet
255,https://www.ncaa.com/schools/detroit,Division I,"Detroit, MI",University of Detroit Mercy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/detroit.svg,Horizon League,Titans,"Red, White & Blue"
256,https://www.ncaa.com/schools/dickinson,Division III,"Carlisle, PA",Dickinson College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dickinson.svg,Centennial,Red Devils,Red & White
257,https://www.ncaa.com/schools/dist-columbia,Division II,"Washington, DC",University of the District of Columbia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dist-columbia.svg,East Coast,Firebirds,Red & Gold
258,https://www.ncaa.com/schools/dixie-st,Division I,"St. George, UT",Dixie State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dixie-st.svg,Western Athletic,Trailblazers ,"Red, Navy Blue & White"
259,https://www.ncaa.com/schools/dominican-ca,Division II,"San Rafael, CA",Dominican University of California,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dominican-ca.svg,NON-NCAA ORG,Penguins,"Black, Gold & Ice"
260,https://www.ncaa.com/schools/dominican-il,Division III,"River Forest, IL",Dominican University (Ill.),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dominican-il.svg,Northern Athletics Collegiate,Stars,"Royal Blue, Black & White"
261,https://www.ncaa.com/schools/dominican-ny,Division II,"Orangeburg, NY",Dominican College (N.Y.) ,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dominican-ny.svg,Central Atlantic Collegiate,Chargers,Black & Red
262,https://www.ncaa.com/schools/dowling,"Oakdale, NY",,Dowling College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dowling.svg,East Coast,Golden Lions,Navy & Gold
263,https://www.ncaa.com/schools/drake,Division I,"Des Moines, IA",Drake University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/drake.svg,Missouri Valley,Bulldogs,Blue & White
264,https://www.ncaa.com/schools/drew,Division III,"Madison, NJ",Drew University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/drew.svg,Landmark,Rangers,Green & Blue
265,https://www.ncaa.com/schools/drexel,Division I,"Philadelphia, PA",Drexel University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/drexel.svg,Colonial Athletic Association,Dragons,Navy Blue & Gold
266,https://www.ncaa.com/schools/drury,Division II,"Springfield, MO",Drury University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/drury.svg,Great Lakes Valley,Panthers,Scarlet & Gray
267,https://www.ncaa.com/schools/dubuque,Division III,"Dubuque, IA",University of Dubuque,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dubuque.svg,American Rivers,Spartans,Blue & White
268,https://www.ncaa.com/schools/duke,Division I,"Durham, NC",Duke University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/duke.svg,Atlantic Coast,Blue Devils,Duke Blue & White
269,https://www.ncaa.com/schools/duquesne,Division I,"Pittsburgh, PA",Duquesne University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/duquesne.svg,Atlantic 10,Dukes,Red & Blue
270,https://www.ncaa.com/schools/dyouville,Division II,"Buffalo, NY",D'Youville College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/dyouville.svg,East Coast,Spartans,Red/White
271,https://www.ncaa.com/schools/earlham,Division III,"Richmond, IN",Earlham College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/earlham.svg,Heartland Collegiate Athletic,Quakers,Maroon & White
272,https://www.ncaa.com/schools/east-carolina,Division I,"Greenville, NC",East Carolina University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/east-carolina.svg,American Athletic,Pirates,Purple & Gold
273,https://www.ncaa.com/schools/east-central,Division II,"Ada, OK",East Central University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/east-central.svg,Great American,Tigers,Orange & Black
274,https://www.ncaa.com/schools/east-mennonite,Division III,"Harrisonburg, VA",Eastern Mennonite University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/east-mennonite.svg,Old Dominion Athletic Conf.,Royals,Royal Blue & White
275,https://www.ncaa.com/schools/east-stroudsburg,Division II,"East Stroudsburg, PA",East Stroudsburg University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/east-stroudsburg.svg,Pennsylvania State Athletic,Warriors,Red & Black
276,https://www.ncaa.com/schools/east-tenn-st,Division I,"Johnson City, TN",East Tennessee State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/east-tenn-st.svg,Southern,Buccaneers,Navy Blue & Yellow Gold
277,https://www.ncaa.com/schools/east-tex-baptist,Division III,"Marshall, TX",East Texas Baptist University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/east-tex-baptist.svg,American Southwest,Tigers,Navy & Gold
278,https://www.ncaa.com/schools/eastern,Division III,"St. Davids, PA",Eastern University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern.svg,Middle Atlantic  Commonwealth,Eagles,Maroon & White
279,https://www.ncaa.com/schools/eastern-conn-st,Division III,"Willimantic, CT",Eastern Connecticut State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-conn-st.svg,Little East,Warriors,Navy & Burgundy
280,https://www.ncaa.com/schools/eastern-ill,Division I,"Charleston, IL",Eastern Illinois University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-ill.svg,Ohio Valley,Panthers,Blue & Gray
281,https://www.ncaa.com/schools/eastern-ky,Division I,"Richmond, KY",Eastern Kentucky University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-ky.svg,ASUN,Colonels,Maroon & White
282,https://www.ncaa.com/schools/eastern-mich,Division I,"Ypsilanti, MI",Eastern Michigan University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-mich.svg,Mid-American,Eagles,Green & White
283,https://www.ncaa.com/schools/eastern-nazarene,Division III,"Quincy, MA",Eastern Nazarene College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-nazarene.svg,New England Collegiate,Lions,Red & White
284,https://www.ncaa.com/schools/eastern-nm,Division II,"Portales, NM",Eastern New Mexico University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-nm.svg,Lone Star,Greyhounds,Green & Silver
285,https://www.ncaa.com/schools/eastern-ore,"La Grande, OR",,Eastern Oregon University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-ore.svg,,Mountaineers,Navy Blue & Vegas Gold
286,https://www.ncaa.com/schools/eastern-wash,Division I,"Cheney, WA",Eastern Washington University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eastern-wash.svg,Big Sky,Eagles,Red & White
287,https://www.ncaa.com/schools/eckerd,Division II,"St. Petersburg, FL",Eckerd College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eckerd.svg,Sunshine State,Tritons,"Navy, Teal, Gray"
288,https://www.ncaa.com/schools/edgewood,Division III,"Madison, WI",Edgewood College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/edgewood.svg,Northern Athletics Collegiate,Eagles,"Black, White & Red"
289,https://www.ncaa.com/schools/edinboro,Division II,"Edinboro, PA",Edinboro University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/edinboro.svg,Pennsylvania State Athletic,Fighting Scots,Red & White
290,https://www.ncaa.com/schools/edward-waters,Division II,"Jacksonville, FL",Edward Waters,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/edward-waters.svg,South Atlantic,Tigers,
291,https://www.ncaa.com/schools/elizabeth-city-st,Division II,"Elizabeth City, NC",Elizabeth City State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/elizabeth-city-st.svg,Central Intercollegiate Athletic Association,Vikings,Royal Blue & White
292,https://www.ncaa.com/schools/elizabethtown,Division III,"Elizabethtown, PA",Elizabethtown College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/elizabethtown.svg,Landmark,Blue Jays,Royal Blue & Gray
293,https://www.ncaa.com/schools/elmhurst,Division III,"Elmhurst, IL",Elmhurst College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/elmhurst.svg,College  of Illinois &amp; Wisconsin,Bluejays,Blue & White
294,https://www.ncaa.com/schools/elmira,Division III,"Elmira, NY",Elmira College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/elmira.svg,Empire 8,Soaring Eagles,Purple & Gold
295,https://www.ncaa.com/schools/elms,Division III,"Chicopee, MA",Elms College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/elms.svg,Great Northeast Athletic,Blazers,Green & Gold
296,https://www.ncaa.com/schools/elon,Division I,"Elon, NC",Elon University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/elon.svg,Colonial Athletic Association,Phoenix,Maroon & Gold
297,https://www.ncaa.com/schools/embry-riddle-fl,Division II,"Daytona Beach, FL",Embry-Riddle University ,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/embry-riddle-fl.svg,Sunshine State,Eagles,Royal Blue and Gold
298,https://www.ncaa.com/schools/emerson,Division III,"Boston, MA",Emerson College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/emerson.svg,New England Women's and Men's Athletic,Lions,Royal Purple & Gold
299,https://www.ncaa.com/schools/emmanuel-ga,Division II,"Franklin Springs, GA",Emmanuel College (Ga.),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/emmanuel-ga.svg,Carolinas,Lions,"Gold, Navy Blue & Burgundy "
300,https://www.ncaa.com/schools/emmanuel-ma,Division III,"Boston, MA",Emmanuel College (Mass.),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/emmanuel-ma.svg,Great Northeast Athletic,Saints,Royal Blue & Gold
301,https://www.ncaa.com/schools/emory,Division III,"Atlanta, GA",Emory University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/emory.svg,University Athletic Association,Eagles,Blue & Gold
302,https://www.ncaa.com/schools/emory-henry,Division III,"Emory, VA",Emory and Henry College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/emory-henry.svg,South Atlantic,Wasps,Blue & Gold
303,https://www.ncaa.com/schools/emporia-st,Division II,"Emporia, KS",Emporia State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/emporia-st.svg,Mid-America Intercollegiate Athletics Association,Hornets,Old Gold & Black
304,https://www.ncaa.com/schools/endicott,Division III,"Beverly, MA",Endicott College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/endicott.svg,Commonwealth Coast,Gulls,Blue & Green
305,https://www.ncaa.com/schools/erskine,Division II,"Due West, SC",Erskine College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/erskine.svg,Carolinas,The Flying Fleet,Garnet & Gold
306,https://www.ncaa.com/schools/eureka,Division III,"Eureka, IL",Eureka College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/eureka.svg,St. Louis Intercollegiate Athletic,Red Devils,Maroon & Gold
307,https://www.ncaa.com/schools/evansville,Division I,"Evansville, IN",University of Evansville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/evansville.svg,Missouri Valley,Purple Aces,"Purple, White & Orange"
308,https://www.ncaa.com/schools/evergreen-st,",",,Evergreen St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/evergreen-st.svg,,,Green & White
309,https://www.ncaa.com/schools/fairfield,Division I,"Fairfield, CT",Fairfield University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fairfield.svg,Metro Atlantic Athletic,Stags,Red
310,https://www.ncaa.com/schools/fairleigh-dickinson,Division I,"Teaneck, NJ",Fairleigh Dickinson University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fairleigh-dickinson.svg,Northeast,Knights,Burgundy & Blue
311,https://www.ncaa.com/schools/fairmont-st,Division II,"Fairmont, WV",Fairmont State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fairmont-st.svg,Mountain East,Falcons,"Maroon, White & Fairmont Gold"
312,https://www.ncaa.com/schools/farmingdale-st,Division III,"Farmingdale, NY",Farmingdale State College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/farmingdale-st.svg,Skyline,Rams,Green & White
313,https://www.ncaa.com/schools/fayetteville-st,Division II,"Fayetteville, NC",Fayetteville State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fayetteville-st.svg,Central Intercollegiate Athletic Association,Broncos,Lily White & Royal Blue
314,https://www.ncaa.com/schools/fdu-florham,Division III,"Madison, NJ","Fairleigh Dickinson Univ., Florham",https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fdu-florham.svg,Middle Atlantic  Freedom,Devils,Cardinal and Navy
315,https://www.ncaa.com/schools/felician,Division II,"Rutherford, NJ",Felician College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/felician.svg,Central Atlantic Collegiate,Golden Falcons,Hunter Green & Gold
316,https://www.ncaa.com/schools/ferris-st,Division II,"Big Rapids, MI",Ferris State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ferris-st.svg,Great Lakes Intercollegiate Athletic,Bulldogs,Crimson & Gold
317,https://www.ncaa.com/schools/ferrum,Division III,"Ferrum, VA",Ferrum College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ferrum.svg,Old Dominion Athletic Conf.,Panthers,Black & Gold
318,https://www.ncaa.com/schools/fgcu,Division I,"Fort Myers, FL",Florida Gulf Coast University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fgcu.svg,ASUN,Eagles,Emerald Green and Cobalt Blue
319,https://www.ncaa.com/schools/findlay,Division II,"Findlay, OH",University of Findlay,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/findlay.svg,Great Midwest Athletic,Oilers,Orange & Black
320,https://www.ncaa.com/schools/finlandia,Division III,"Hancock, MI",Finlandia University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/finlandia.svg,Wisconsin Intercollegiate Athletic,Lions,Blue & white
321,https://www.ncaa.com/schools/fisk,"Nashville, TN",,Fisk University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fisk.svg,,Bulldogs,Blue & Gold
322,https://www.ncaa.com/schools/fitchburg-st,Division III,"Fitchburg, MA",Fitchburg State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fitchburg-st.svg,Massachusetts State Collegiate Athletic,Falcons,"Green, Gold & White"
323,https://www.ncaa.com/schools/fiu,Division I,"Miami, FL",Florida International University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fiu.svg,USA,Panthers,Blue & Gold
324,https://www.ncaa.com/schools/fla-atlantic,Division I,"Boca Raton, FL",Florida Atlantic University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fla-atlantic.svg,USA,Owls,"Blue, Red and Grey"
325,https://www.ncaa.com/schools/fla-southern,Division II,"Lakeland, FL",Florida Southern College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fla-southern.svg,Sunshine State,Moccasins,Scarlet & White
326,https://www.ncaa.com/schools/flagler,Division II,"St. Augustine, FL",Flagler College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/flagler.svg,Peach Belt,Saints,Crimson & Gold
327,https://www.ncaa.com/schools/florida,Division I,"Gainesville, FL",University of Florida,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/florida.svg,Southeastern,Gators,Orange & Blue
328,https://www.ncaa.com/schools/florida-am,Division I,"Tallahassee, FL",Florida A&M University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/florida-am.svg,Southwestern Athletic Conf.,Rattlers,Orange & Green
329,https://www.ncaa.com/schools/florida-st,Division I,"Tallahassee, FL",Florida State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/florida-st.svg,Atlantic Coast,Seminoles,Garnet & Gold
330,https://www.ncaa.com/schools/florida-tech,Division II,"Melbourne, FL",Florida Tech,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/florida-tech.svg,Sunshine State,Panthers,Crimson & Gray
331,https://www.ncaa.com/schools/fontbonne,Division III,"Saint Louis, MO",Fontbonne University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fontbonne.svg,St. Louis Intercollegiate Athletic,Griffins,Purple & Gold
332,https://www.ncaa.com/schools/fordham,Division I,"Bronx, NY",Fordham University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fordham.svg,Atlantic 10,Rams,Maroon & White
333,https://www.ncaa.com/schools/fort-hays-st,Division II,"Hays, KS",Fort Hays State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fort-hays-st.svg,Mid-America Intercollegiate Athletics Association,Tigers,Black & Gold
334,https://www.ncaa.com/schools/fort-lewis,Division II,"Durango, CO",Fort Lewis College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fort-lewis.svg,NON-NCAA ORG,Skyhawks,"Navy Blue, Light Blue & Gold"
335,https://www.ncaa.com/schools/fort-valley-st,Division II,"Fort Valley, GA",Fort Valley State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fort-valley-st.svg,NON-NCAA ORG,Wildcats,Royal Blue & Old Gold
336,https://www.ncaa.com/schools/framingham-st,Division III,"Framingham, MA",Framingham State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/framingham-st.svg,Massachusetts State Collegiate Athletic,Rams,Black & Gold
337,https://www.ncaa.com/schools/francis-marion,Division II,"Florence, SC",Francis Marion University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/francis-marion.svg,Carolinas,Patriots,"Red, White & Blue"
338,https://www.ncaa.com/schools/franciscan,Division III,"Steubenville, OH",Franciscan Univ. of Steubenville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/franciscan.svg,Presidents' Athletic,Barons,Forest green & vegas gold
339,https://www.ncaa.com/schools/frank-marsh,Division III,"Lancaster, PA",Franklin & Marshall College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/frank-marsh.svg,Centennial,Diplomats,Blue & White
340,https://www.ncaa.com/schools/franklin,Division III,"Franklin, IN",Franklin College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/franklin.svg,Heartland Collegiate Athletic,Grizzlies,Navy & Old Gold
341,https://www.ncaa.com/schools/franklin-pierce,Division II,"Rindge, NH",Franklin Pierce University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/franklin-pierce.svg,Northeast-10,Ravens,Crimson and Grey
342,https://www.ncaa.com/schools/fredonia-st,Division III,"Fredonia, NY",SUNY at Fredonia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fredonia-st.svg,State University of New York Athletic,Blue Devils,Blue & White
343,https://www.ncaa.com/schools/fresno-pacific,Division II,"Fresno, CA",Fresno Pacific University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fresno-pacific.svg,Pacific West,Sunbirds,Navy Blue and Orange
344,https://www.ncaa.com/schools/fresno-st,Division I,"Fresno, CA",Fresno State,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fresno-st.svg,Mountain West,Bulldogs,Red & Blue
345,https://www.ncaa.com/schools/frostburg-st,Division II,"Frostburg, MD",Frostburg State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/frostburg-st.svg,Mountain East,Bobcats,"Red, White & Black"
346,https://www.ncaa.com/schools/furman,Division I,"Greenville, SC",Furman University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/furman.svg,Southern,Paladins,Purple & White
347,https://www.ncaa.com/schools/ga-southern,Division I,"Statesboro, GA",Georgia Southern University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ga-southern.svg,Sun Belt,Eagles,Blue & White
348,https://www.ncaa.com/schools/ga-southwestern,Division II,"Americus, GA",Georgia Southwestern State Univ.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ga-southwestern.svg,Peach Belt,Hurricanes,Navy & Gold
349,https://www.ncaa.com/schools/gallaudet,Division III,"Washington, DC",Gallaudet University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gallaudet.svg,United East,Bison,Buff & Blue
350,https://www.ncaa.com/schools/gannon,Division II,"Erie, PA",Gannon University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gannon.svg,Pennsylvania State Athletic,Golden Knights,Maroon & Gold
351,https://www.ncaa.com/schools/gardner-webb,Division I,"Boiling Springs, NC",Gardner-Webb University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gardner-webb.svg,Big South,Runnin' Bulldogs,"Scarlet, White & Black"
352,https://www.ncaa.com/schools/geneva,Division III,"Beaver Falls, PA",Geneva College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/geneva.svg,Presidents' Athletic,Golden Tornadoes,"Old gold, white & black"
353,https://www.ncaa.com/schools/george-fox,Division III,"Newberg, OR",George Fox University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/george-fox.svg,Northwest,Bruins,Navy & Gold
354,https://www.ncaa.com/schools/george-mason,Division I,"Fairfax, VA",George Mason University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/george-mason.svg,Atlantic 10,Patriots,Green & Gold
355,https://www.ncaa.com/schools/george-washington,Division I,"Washington, DC",George Washington University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/george-washington.svg,Atlantic 10,Colonials,Buff & Blue
356,https://www.ncaa.com/schools/georgetown,Division I,"Washington, DC",Georgetown University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgetown.svg,Big East,Hoyas,Blue & Gray
357,https://www.ncaa.com/schools/georgia,Division I,"Athens, GA",University of Georgia,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia.svg,Southeastern,Bulldogs,Red & Black
358,https://www.ncaa.com/schools/georgia-college,Division II,"Milledgeville, GA",Georgia College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia-college.svg,Peach Belt,Bobcats,Blue & Green
359,https://www.ncaa.com/schools/georgia-st,Division I,"Atlanta, GA",Georgia State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia-st.svg,Sun Belt,Panthers,Blue & White
360,https://www.ncaa.com/schools/georgia-tech,Division I,"Atlanta, GA",Georgia Tech,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia-tech.svg,Atlantic Coast,Yellow Jackets,Old Gold & White
361,https://www.ncaa.com/schools/georgian-court,Division II,"Lakewood, NJ",Georgian Court University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgian-court.svg,Central Atlantic Collegiate,Lions,Royal Blue & Gold
362,https://www.ncaa.com/schools/gettysburg,Division III,"Gettysburg, PA",Gettysburg College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gettysburg.svg,Centennial,Bullets,Orange & Blue
363,https://www.ncaa.com/schools/glenville-st,Division II,"Glenville, WV",Glenville State College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/glenville-st.svg,Mountain East,Pioneers,Royal Blue & White
364,https://www.ncaa.com/schools/goldey-beacom,Division II,"Wilmington, DE",Goldey-Beacom College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/goldey-beacom.svg,Central Atlantic Collegiate,Lightning,"Navy, Gold & White"
365,https://www.ncaa.com/schools/gonzaga,Division I,"Spokane, WA",Gonzaga University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gonzaga.svg,West Coast,Bulldogs,"Navy Blue, White & Red"
366,https://www.ncaa.com/schools/gordon,Division III,"Wenham, MA",Gordon College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gordon.svg,Commonwealth Coast,Fighting Scots,"Navy, Cyan & White"
367,https://www.ncaa.com/schools/goucher,Division III,"Baltimore, MD",Goucher College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/goucher.svg,Landmark,Gophers,Blue & Gold
368,https://www.ncaa.com/schools/grambling,Division I,"Grambling, LA",Grambling State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/grambling.svg,Southwestern Athletic Conf.,Tigers,Black & Gold
369,https://www.ncaa.com/schools/grand-canyon,Division I,"Phoenix, AZ",Grand Canyon University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/grand-canyon.svg,Western Athletic,Lopes,"Purple, Black & White"
370,https://www.ncaa.com/schools/grand-valley-st,Division II,"Allendale, MI",Grand Valley State University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/grand-valley-st.svg,Great Lakes Intercollegiate Athletic,Lakers,"Blue, Black & White"
371,https://www.ncaa.com/schools/green-bay,Division I,"Green Bay, WI","University of Wisconsin, Green Bay",https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/green-bay.svg,Horizon League,Phoenix,Green and White
372,https://www.ncaa.com/schools/green-mountain,"Poultney, VT",,Green Mountain College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/green-mountain.svg,North Atlantic,Eagles,Green & Gold
373,https://www.ncaa.com/schools/greensboro,Division III,"Greensboro, NC",Greensboro College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/greensboro.svg,USA South Athletic,Greensboro Pride,"Green, White & Silver"
374,https://www.ncaa.com/schools/greenville,Division III,"Greenville, IL",Greenville University,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/greenville.svg,St. Louis Intercollegiate Athletic,Panthers,Orange & Black
375,https://www.ncaa.com/schools/grinnell,Division III,"Grinnell, IA",Grinnell College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/grinnell.svg,Midwest,Pioneers,Scarlet & Black
376,https://www.ncaa.com/schools/grove-city,Division III,"Grove City, PA",Grove City College,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/grove-city.svg,Presidents' Athletic,Wolverines,Crimson and White
377,https://www.ncaa.com/schools/gru-augusta,Division II,"Augusta, GA",Augusta University ,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gru-augusta.svg,Peach Belt,Jaguars,Navy & Silver/Grey
